SITE_NAME,BEGIN,END,KWH_PERIOD,PERIOD_EUR,NB_OF_INVOICES,DUREE,KWH,CONSOMMATION
0004BB,2020-01-10,2020-10-31,8 640,"1 144,80",36,295,8640,29.28813559322034
0004BB,2020-01-11,2020-11-30,8 720,"1 155,40",36,324,8720,26.91358024691358
0004BR,2018-01-01,2018-01-31,2 276,"244,43",35,30,2276,75.86666666666666
0004BR,2018-01-02,2018-02-28,2 057,"221,74",35,57,2057,36.08771929824562
0004BR,2018-01-03,2018-03-31,2 284,"245,26",35,87,2284,26.25287356321839
0004BR,2018-01-04,2018-04-30,2 253,"242,04",35,116,2253,19.42241379310345
0004BR,2018-01-05,2018-05-31,2 345,"251,58",35,146,2345,16.061643835616437
0004BR,2018-01-06,2018-06-30,2 297,"252,33",35,175,2297,13.125714285714286
0004BR,2018-01-07,2018-07-31,2 389,"262,18",35,205,2389,11.653658536585366
0004BR,2018-01-08,2018-08-31,2 414,"264,73",35,235,2414,10.272340425531915
0004BR,2018-01-09,2018-09-30,2 292,"253,64",35,264,2292,8.681818181818182
0004BR,2018-01-10,2018-10-31,2 355,"260,41",35,294,2355,8.010204081632653
0004BR,2018-01-11,2018-11-30,2 256,"249,82",35,323,2256,6.984520123839009
0004BR,2018-01-12,2018-12-31,2 310,"255,61",35,353,2310,6.543909348441926
0004BR,2019-01-01,2019-01-31,2 313,"249,80",35,30,2313,77.1
0004BR,2019-01-02,2019-02-28,2 098,"227,38",35,57,2098,36.80701754385965
0004BR,2019-01-03,2019-03-31,2 326,"251,13",35,87,2326,26.735632183908045
0004BR,2019-01-04,2019-04-30,2 264,"244,61",35,116,2264,19.517241379310345
0004BR,2019-01-05,2019-05-31,2 353,"253,85",35,146,2353,16.116438356164384
0004BR,2019-01-06,2019-06-30,2 347,"253,04",35,175,2347,13.411428571428571
0004BR,2019-01-07,2019-07-31,2 402,"258,77",35,205,2402,11.717073170731707
0004BR,2019-01-08,2019-08-31,2 403,"258,84",35,235,2403,10.225531914893617
0004BR,2019-01-09,2019-09-30,2 280,"246,13",35,264,2280,8.636363636363637
0004BR,2019-01-10,2019-10-31,2 610,"279,47",35,294,2610,8.877551020408163
0004BR,2019-01-11,2019-11-30,2 522,"270,28",35,323,2522,7.808049535603715
0004BR,2019-01-12,2019-12-31,2 588,"277,13",35,353,2588,7.331444759206799
0004BR,2020-01-01,2020-01-31,2 599,"331,44",35,30,2599,86.63333333333334
0004BR,2020-01-02,2020-02-29,2 454,"313,42",35,58,2454,42.310344827586206
0004BR,2020-01-03,2020-03-31,2 603,"330,33",35,88,2603,29.579545454545453
0004BR,2020-01-04,2020-04-30,2 616,"331,85",35,117,2616,22.358974358974358
0004BR,2020-01-05,2020-05-31,2 693,"341,35",35,147,2693,18.31972789115646
0004BR,2020-01-06,2020-06-30,2 622,"332,51",35,176,2622,14.897727272727273
0004BR,2020-01-07,2020-07-31,2 764,"349,96",35,206,2764,13.41747572815534
0004BR,2020-01-08,2020-08-31,2 804,"354,84",35,236,2804,11.88135593220339
0004BR,2020-01-09,2020-09-30,2 700,"342,00",35,265,2700,10.18867924528302
0004BR,2020-01-10,2020-10-31,2 760,"349,45",35,295,2760,9.35593220338983
0004BR,2020-01-11,2020-11-30,2 647,"326,93",35,324,2647,8.169753086419753
0004KO,2018-01-01,2018-01-31,2 206,"275,39",35,30,2206,73.53333333333333
0004KO,2018-01-02,2018-02-28,1 996,"250,09",35,57,1996,35.01754385964912
0004KO,2018-01-03,2018-03-31,2 208,"275,63",35,87,2208,25.379310344827587
0004KO,2018-01-04,2018-04-30,2 146,"268,16",35,116,2146,18.5
0004KO,2018-01-05,2018-05-31,2 261,"282,01",35,146,2261,15.486301369863014
0004KO,2018-01-06,2018-06-30,2 194,"273,94",35,175,2194,12.537142857142857
0004KO,2018-01-07,2018-07-31,2 293,"286,03",35,205,2293,11.185365853658537
0004KO,2018-01-08,2018-08-31,2 325,"289,89",35,235,2325,9.893617021276595
0004KO,2018-01-09,2018-09-30,2 213,"278,13",35,264,2213,8.382575757575758
0004KO,2018-01-10,2018-10-31,2 693,"336,37",35,294,2693,9.15986394557823
0004KO,2018-01-11,2018-11-30,2 597,"324,72",35,323,2597,8.040247678018575
0004KO,2018-01-12,2018-12-31,2 679,"334,67",35,353,2679,7.589235127478753
0004KO,2019-01-01,2019-01-31,2 678,"367,54",35,30,2678,89.26666666666667
0004KO,2019-01-02,2019-02-28,2 416,"332,53",35,57,2416,42.3859649122807
0004KO,2019-01-03,2019-03-31,2 672,"366,74",35,87,2672,30.71264367816092
0004KO,2019-01-04,2019-04-30,2 386,"328,53",35,116,2386,20.56896551724138
0004KO,2019-01-05,2019-05-31,2 457,"338,01",35,146,2457,16.828767123287673
0004KO,2019-01-06,2019-06-30,2 463,"338,81",35,175,2463,14.074285714285715
0004KO,2019-01-07,2019-07-31,2 542,"349,37",35,205,2542,12.4
0004KO,2019-01-08,2019-08-31,2 528,"347,50",35,235,2528,10.757446808510638
0004KO,2019-01-09,2019-09-30,2 390,"329,06",35,264,2390,9.053030303030303
0004KO,2019-01-10,2019-10-31,2 461,"338,55",35,294,2461,8.370748299319727
0004KO,2019-01-11,2019-11-30,2 376,"327,19",35,323,2376,7.356037151702786
0004KO,2019-01-12,2019-12-31,2 435,"335,07",35,353,2435,6.898016997167139
0004KO,2020-01-01,2020-01-31,2 444,"334,66",35,30,2444,81.46666666666667
0004KO,2020-01-02,2020-02-29,2 354,"322,73",35,58,2354,40.58620689655172
0004KO,2020-01-03,2020-03-31,2 556,"349,49",35,88,2556,29.045454545454547
0004KO,2020-01-04,2020-04-30,2 569,"351,22",35,117,2569,21.957264957264957
0004KO,2020-01-05,2020-05-31,2 656,"362,74",35,147,2656,18.068027210884352
0004KO,2020-01-06,2020-06-30,2 615,"357,31",35,176,2615,14.857954545454545
0004KO,2020-01-07,2020-07-31,2 796,"381,29",35,206,2796,13.572815533980583
0004KO,2020-01-08,2020-08-31,2 878,"392,15",35,236,2878,12.194915254237289
0004KO,2020-01-09,2020-09-30,2 728,"372,28",35,265,2728,10.294339622641509
0004KO,2020-01-10,2020-10-31,2 785,"379,83",35,295,2785,9.440677966101696
0004KO,2020-01-11,2020-11-30,2 668,"353,44",35,324,2668,8.234567901234568
0005KO,2018-01-01,2018-06-30,14 134,"1 921,96",20,180,0,0.0
0005KO,2018-01-07,2018-12-31,16 400,"2 239,81",20,358,0,0.0
0005KO,2019-01-01,2019-06-30,18 832,"2 470,29",20,180,0,0.0
0005KO,2019-01-07,2019-07-31,3 412,"442,33",20,205,3412,16.64390243902439
0005KO,2019-01-08,2019-08-31,2 804,"368,51",20,235,2804,11.931914893617021
0005KO,2019-01-09,2019-09-30,2 683,"353,82",20,264,2683,10.162878787878787
0005KO,2019-01-10,2019-10-31,2 758,"362,93",20,294,2758,9.380952380952381
0005KO,2019-01-11,2019-11-30,2 654,"350,26",20,323,2654,8.21671826625387
0005KO,2019-01-12,2019-12-31,2 719,"358,19",20,353,2719,7.7025495750708215
0005KO,2020-01-01,2020-01-31,2 732,"354,04",20,30,2732,91.06666666666666
0005KO,2020-01-02,2020-02-29,2 623,"341,03",20,58,2623,45.224137931034484
0005KO,2020-01-03,2020-03-31,2 776,"362,25",20,88,2776,31.545454545454547
0005KO,2020-01-04,2020-04-30,2 811,"366,46",20,117,2811,24.025641025641026
0005KO,2020-01-05,2020-05-31,2 936,"381,51",20,147,2936,19.972789115646258
0005KO,2020-01-06,2020-06-30,2 906,"377,89",20,176,2906,16.511363636363637
0005KO,2020-01-07,2020-07-31,3 058,"396,19",20,206,3058,14.844660194174757
0005KO,2020-01-08,2020-08-31,3 120,"403,65",20,236,3120,13.220338983050848
0005KO,2020-01-09,2020-09-30,3 017,"391,26",20,265,3017,11.384905660377358
0005KO,2020-01-10,2020-10-31,3 058,"396,19",20,295,3058,10.366101694915255
0005KO,2020-01-11,2020-11-30,2 913,"378,74",20,324,2913,8.99074074074074
0006BB,2018-01-01,2018-01-31,2 195,"286,32",35,30,2195,73.16666666666667
0006BB,2018-01-02,2018-02-28,1 999,"261,49",35,57,1999,35.07017543859649
0006BB,2018-01-03,2018-03-31,2 203,"288,05",35,87,2203,25.32183908045977
0006BB,2018-01-04,2018-04-30,2 174,"284,89",35,116,2174,18.74137931034483
0006BB,2018-01-05,2018-05-31,2 306,"301,54",35,146,2306,15.794520547945206
0006BB,2018-01-06,2018-06-30,2 306,"301,40",35,175,2306,13.177142857142858
0006BB,2018-01-07,2018-07-31,2 759,"358,62",35,205,2759,13.458536585365854
0006BB,2018-01-08,2018-08-31,2 781,"361,69",35,235,2781,11.83404255319149
0006BB,2018-01-09,2018-09-30,2 647,"346,44",35,264,2647,10.026515151515152
0006BB,2018-01-10,2018-10-31,2 708,"353,93",35,294,2708,9.210884353741497
0006BB,2018-01-11,2018-11-30,2 609,"341,31",35,323,2609,8.077399380804954
0006BB,2018-01-12,2018-12-31,2 827,"368,59",35,353,2827,8.008498583569406
0006BB,2019-01-01,2019-01-31,2 829,"352,08",35,30,2829,94.3
0006BB,2019-01-02,2019-02-28,2 475,"309,62",35,57,2475,43.421052631578945
0006BB,2019-01-03,2019-03-31,2 713,"338,57",35,87,2713,31.183908045977013
0006BB,2019-01-04,2019-04-30,2 505,"313,08",35,116,2505,21.594827586206897
0006BB,2019-01-05,2019-05-31,2 600,"323,20",35,146,2600,17.80821917808219
0006BB,2019-01-06,2019-06-30,2 770,"344,85",35,175,2770,15.82857142857143
0006BB,2019-01-07,2019-07-31,2 861,"355,89",35,205,2861,13.95609756097561
0006BB,2019-01-08,2019-08-31,2 826,"352,13",35,235,2826,12.025531914893618
0006BB,2019-01-09,2019-09-30,2 714,"338,31",35,264,2714,10.280303030303031
0006BB,2019-01-10,2019-10-31,2 805,"349,08",35,294,2805,9.540816326530612
0006BB,2019-01-11,2019-11-30,2 680,"334,16",35,323,2680,8.297213622291022
0006BB,2019-01-12,2019-12-31,2 735,"340,42",35,353,2735,7.747875354107649
0006BB,2020-01-01,2020-01-31,2 743,"392,84",35,30,2743,91.43333333333334
0006BB,2020-01-02,2020-02-29,2 535,"365,54",35,58,2535,43.706896551724135
0006BB,2020-01-03,2020-03-31,2 644,"383,08",35,88,2644,30.045454545454547
0006BB,2020-01-04,2020-04-30,2 569,"371,58",35,117,2569,21.957264957264957
0006BB,2020-01-05,2020-05-31,2 655,"383,26",35,147,2655,18.06122448979592
0006BB,2020-01-06,2020-06-30,2 623,"378,94",35,176,2623,14.903409090909092
0006BB,2020-01-07,2020-07-31,2 755,"396,43",35,206,2755,13.37378640776699
0006BB,2020-01-08,2020-08-31,2 797,"401,25",35,236,2797,11.851694915254237
0006BB,2020-01-09,2020-09-30,3 171,"452,79",35,265,3171,11.966037735849056
0006BB,2020-01-10,2020-10-31,3 464,"492,83",35,295,3464,11.742372881355932
0006BB,2020-01-11,2020-11-30,3 315,"459,69",35,324,3315,10.231481481481481
0006BR,2018-01-01,2018-06-30,13 640,"1 854,79",20,180,0,0.0
0006BR,2018-01-07,2018-12-31,14 222,"1 956,44",20,358,0,0.0
0006BR,2019-01-01,2019-06-30,13 696,"1 800,14",20,180,0,0.0
0006BR,2019-01-07,2019-07-31,2 493,"323,81",20,205,2493,12.160975609756097
0006BR,2019-01-08,2019-08-31,2 656,"343,60",20,235,2656,11.302127659574468
0006BR,2019-01-09,2019-09-30,2 598,"336,56",20,264,2598,9.840909090909092
0006BR,2019-01-10,2019-10-31,2 619,"339,11",20,294,2619,8.908163265306122
0006BR,2019-01-11,2019-11-30,2 502,"324,91",20,323,2502,7.746130030959752
0006BR,2019-01-12,2019-12-31,2 548,"330,49",20,353,2548,7.218130311614731
0006BR,2020-01-01,2020-01-31,2 544,"330,01",20,30,2544,84.8
0006BR,2020-01-02,2020-02-29,2 417,"309,51",20,58,2417,41.672413793103445
0006BR,2020-01-03,2020-03-31,2 601,"334,24",20,88,2601,29.556818181818183
0006BR,2020-01-04,2020-04-30,2 621,"336,65",20,117,2621,22.4017094017094
0006BR,2020-01-05,2020-05-31,2 705,"346,76",20,147,2705,18.401360544217688
0006BR,2020-01-06,2020-06-30,2 632,"337,97",20,176,2632,14.954545454545455
0006BR,2020-01-07,2020-07-31,2 779,"355,67",20,206,2779,13.490291262135923
0006BR,2020-01-08,2020-08-31,2 816,"360,12",20,236,2816,11.932203389830509
0006BR,2020-01-09,2020-09-30,2 703,"346,52",20,265,2703,10.2
0006BR,2020-01-10,2020-10-31,2 759,"353,26",20,295,2759,9.352542372881356
0006BR,2020-01-11,2020-11-30,2 638,"338,69",20,324,2638,8.141975308641975
0007BB,2018-01-01,2018-01-31,1 555,"219,45",35,30,1555,51.833333333333336
0007BB,2018-01-02,2018-02-28,1 436,"202,83",35,57,1436,25.19298245614035
0007BB,2018-01-03,2018-03-31,1 706,"225,19",35,87,1706,19.60919540229885
0007BB,2018-01-04,2018-04-30,1 523,"249,77",35,116,1523,13.129310344827585
0007BB,2018-01-05,2018-05-31,1 582,"272,10",35,146,1582,10.835616438356164
0007BB,2018-01-06,2018-06-30,1 714,"313,66",35,175,1714,9.794285714285714
0007BB,2018-01-07,2018-07-31,1 923,"355,76",35,205,1923,9.38048780487805
0007BB,2018-01-08,2018-08-31,2 119,"372,94",35,235,2119,9.017021276595745
0007BB,2018-01-09,2018-09-30,1 833,"318,94",35,264,1833,6.943181818181818
0007BB,2018-01-10,2018-10-31,1 939,"285,03",35,294,1939,6.595238095238095
0007BB,2018-01-11,2018-11-30,1 931,"262,62",35,323,1931,5.978328173374613
0007BB,2018-01-12,2018-12-31,1 956,"248,41",35,353,1956,5.541076487252124
0007BB,2019-01-01,2019-01-31,1 946,"280,22",35,30,1946,64.86666666666666
0007BB,2019-01-02,2019-02-28,1 939,"294,73",35,57,1939,34.01754385964912
0007BB,2019-01-03,2019-03-31,1 739,"276,50",35,87,1739,19.988505747126435
0007BB,2019-01-04,2019-04-30,1 885,"333,65",35,116,1885,16.25
0007BB,2019-01-05,2019-05-31,1 946,"340,55",35,146,1946,13.32876712328767
0007BB,2019-01-06,2019-06-30,1 805,"364,61",35,175,1805,10.314285714285715
0007BB,2019-01-07,2019-07-31,2 124,"426,92",35,205,2124,10.360975609756098
0007BB,2019-01-08,2019-08-31,2 075,"412,93",35,235,2075,8.829787234042554
0007BB,2019-01-09,2019-09-30,1 916,"367,87",35,264,1916,7.257575757575758
0007BB,2019-01-10,2019-10-31,2 246,"375,08",35,294,2246,7.639455782312925
0007BB,2019-01-11,2019-11-30,1 829,"287,15",35,323,1829,5.662538699690402
0007BB,2019-01-12,2019-12-31,2 004,"306,61",35,353,2004,5.6770538243626065
0007BB,2020-01-01,2020-01-31,2 143,"317,16",35,30,2143,71.43333333333334
0007BB,2020-01-02,2020-02-29,1 440,"223,20",35,58,1440,24.82758620689655
0007BB,2020-01-03,2020-03-31,757,"120,36",35,88,77,0.875
0007BB,2020-01-04,2020-04-30,3 133,"582,74",35,117,3133,26.77777777777778
0007BB,2020-01-05,2020-05-31,2 338,"425,52",35,147,2338,15.904761904761905
0007BB,2020-01-06,2020-06-30,1 725,"343,28",35,176,1725,9.801136363636363
0007BB,2020-01-07,2020-07-31,2 104,"414,49",35,206,2104,10.21359223300971
0007BB,2020-01-08,2020-08-31,1 915,"371,51",35,236,1915,8.114406779661017
0007BB,2020-01-09,2020-09-30,2 267,"428,46",35,265,2267,8.554716981132076
0007BB,2020-01-10,2020-10-31,1 857,"300,83",35,295,1857,6.294915254237288
0007BB,2020-01-11,2020-11-30,1 987,"309,97",35,324,1987,6.132716049382716
0007BR,2018-01-01,2018-01-31,2 620,"281,73",35,30,2620,87.33333333333333
0007BR,2018-01-02,2018-02-28,2 355,"254,07",35,57,2355,41.31578947368421
0007BR,2018-01-03,2018-03-31,2 755,"294,96",35,87,2755,31.666666666666668
0007BR,2018-01-04,2018-04-30,3 149,"334,89",35,116,3149,27.146551724137932
0007BR,2018-01-05,2018-05-31,3 848,"407,32",35,146,3848,26.356164383561644
0007BR,2018-01-06,2018-06-30,3 718,"393,85",35,175,3718,21.245714285714286
0007BR,2018-01-07,2018-07-31,4 107,"434,44",35,205,4107,20.034146341463416
0007BR,2018-01-08,2018-08-31,4 237,"447,92",35,235,4237,18.029787234042555
0007BR,2018-01-09,2018-09-30,3 326,"356,08",35,264,3326,12.598484848484848
0007BR,2018-01-10,2018-10-31,2 613,"281,79",35,294,2613,8.887755102040817
0007BR,2018-01-11,2018-11-30,2 396,"259,19",35,323,2396,7.41795665634675
0007BR,2018-01-12,2018-12-31,2 511,"271,31",35,353,2511,7.113314447592068
0007BR,2019-01-01,2019-01-31,2 500,"263,64",35,30,2500,83.33333333333333
0007BR,2019-01-02,2019-02-28,2 227,"235,58",35,57,2227,39.07017543859649
0007BR,2019-01-03,2019-03-31,2 538,"267,20",35,87,2538,29.17241379310345
0007BR,2019-01-04,2019-04-30,2 520,"265,35",35,116,2520,21.724137931034484
0007BR,2019-01-05,2019-05-31,2 581,"271,61",35,146,2581,17.67808219178082
0007BR,2019-01-06,2019-06-30,2 816,"296,42",35,175,2816,16.091428571428573
0007BR,2019-01-07,2019-07-31,2 731,"287,14",35,205,2731,13.321951219512195
0007BR,2019-01-08,2019-08-31,2 775,"291,72",35,235,2775,11.808510638297872
0007BR,2019-01-09,2019-09-30,2 636,"277,46",35,264,2636,9.984848484848484
0007BR,2019-01-10,2019-10-31,2 721,"286,23",35,294,2721,9.255102040816327
0007BR,2019-01-11,2019-11-30,2 584,"272,27",35,323,2584,8.0
0007BR,2019-01-12,2019-12-31,2 772,"291,44",35,353,2772,7.852691218130311
0007BR,2020-01-01,2020-01-31,2 834,"355,75",35,30,2834,94.46666666666667
0007BR,2020-01-02,2020-02-29,2 688,"337,88",35,58,2688,46.3448275862069
0007BR,2020-01-03,2020-03-31,2 820,"352,29",35,88,2820,32.04545454545455
0007BR,2020-01-04,2020-04-30,2 812,"351,17",35,117,2812,24.034188034188034
0007BR,2020-01-05,2020-05-31,2 811,"352,71",35,147,2811,19.122448979591837
0007BR,2020-01-06,2020-06-30,2 747,"344,48",35,176,2747,15.607954545454545
0007BR,2020-01-07,2020-07-31,2 887,"359,93",35,206,2887,14.014563106796116
0007BR,2020-01-08,2020-08-31,2 914,"363,22",35,236,2914,12.347457627118644
0007BR,2020-01-09,2020-09-30,2 802,"349,58",35,265,2802,10.573584905660377
0007BR,2020-01-10,2020-10-31,2 836,"353,72",35,295,2836,9.613559322033899
0007BR,2020-01-11,2020-11-30,2 690,"335,95",35,324,2690,8.302469135802468
0008BB,2018-01-01,2018-12-31,38 519,"5 096,07",24,364,0,0.0
0008BB,2019-01-01,2019-01-31,3 559,"448,59",24,30,3559,118.63333333333334
0008BB,2019-01-02,2019-02-28,3 123,"385,65",24,57,3123,54.78947368421053
0008BB,2019-01-03,2019-03-31,3 450,"424,95",24,87,3450,39.6551724137931
0008BB,2019-01-04,2019-04-30,3 130,"385,91",24,116,3130,26.982758620689655
0008BB,2019-01-05,2019-05-31,3 174,"390,34",24,146,3174,21.73972602739726
0008BB,2019-01-06,2019-06-30,3 376,"415,66",24,175,3376,19.291428571428572
0008BB,2019-01-07,2019-07-31,3 527,"434,07",24,205,3527,17.204878048780486
0008BB,2019-01-08,2019-08-31,3 545,"435,75",24,235,3545,15.085106382978724
0008BB,2019-01-09,2019-09-30,3 371,"414,48",24,264,3371,12.768939393939394
0008BB,2019-01-10,2019-10-31,3 434,"421,74",24,294,3434,11.680272108843537
0008BB,2019-01-11,2019-11-30,3 284,"403,80",24,323,3284,10.1671826625387
0008BB,2019-01-12,2019-12-31,3 269,"401,94",24,353,3269,9.260623229461757
0008BB,2020-01-01,2020-01-31,3 277,"463,95",24,30,3277,109.23333333333333
0008BB,2020-01-02,2020-02-29,3 062,"435,72",24,58,3062,52.793103448275865
0008BB,2020-01-03,2020-03-31,3 247,"464,40",24,88,3247,36.89772727272727
0008BB,2020-01-04,2020-04-30,3 131,"446,82",24,117,3131,26.76068376068376
0008BB,2020-01-05,2020-05-31,3 235,"460,84",24,147,3235,22.006802721088434
0008BB,2020-01-06,2020-06-30,3 267,"465,56",24,176,3267,18.5625
0008BB,2020-01-07,2020-07-31,3 524,"500,24",24,206,3524,17.106796116504853
0008BB,2020-01-08,2020-08-31,3 516,"497,99",24,236,3516,14.898305084745763
0008BB,2020-01-09,2020-09-30,3 294,"467,29",24,265,3294,12.430188679245283
0008BB,2020-01-10,2020-10-31,3 378,"478,44",24,295,3378,11.450847457627118
0008BB,2020-01-11,2020-11-30,3 186,"442,00",24,324,3186,9.833333333333334
0008BR,2018-01-01,2018-12-31,28 936,"3 342,01",3,364,0,0.0
0008BR,2019-01-01,2019-11-09,20 339,"2 305,16",3,312,0,0.0
0008BR,2019-12-09,2019-12-31,9 483,"1 067,71",3,22,9483,431.04545454545456
0008KO,2018-01-01,2018-01-31,2 484,"307,08",35,30,2484,82.8
0008KO,2018-01-02,2018-02-28,2 298,"284,67",35,57,2298,40.31578947368421
0008KO,2018-01-03,2018-03-31,2 503,"309,37",35,87,2503,28.770114942528735
0008KO,2018-01-04,2018-04-30,2 419,"299,25",35,116,2419,20.853448275862068
0008KO,2018-01-05,2018-05-31,2 508,"309,97",35,146,2508,17.17808219178082
0008KO,2018-01-06,2018-06-30,2 426,"300,09",35,175,2426,13.862857142857143
0008KO,2018-01-07,2018-07-31,2 517,"311,23",35,205,2517,12.278048780487804
0008KO,2018-01-08,2018-08-31,2 510,"310,39",35,235,2510,10.680851063829786
0008KO,2018-01-09,2018-09-30,2 426,"302,17",35,264,2426,9.18939393939394
0008KO,2018-01-10,2018-10-31,2 843,"352,77",35,294,2843,9.670068027210885
0008KO,2018-01-11,2018-11-30,2 884,"357,75",35,323,2884,8.928792569659443
0008KO,2018-01-12,2018-12-31,2 957,"366,61",35,353,2957,8.376770538243626
0008KO,2019-01-01,2019-01-31,2 965,"404,07",35,30,2965,98.83333333333333
0008KO,2019-01-02,2019-02-28,2 673,"365,05",35,57,2673,46.89473684210526
0008KO,2019-01-03,2019-03-31,2 957,"403,00",35,87,2957,33.98850574712644
0008KO,2019-01-04,2019-04-30,2 727,"372,27",35,116,2727,23.50862068965517
0008KO,2019-01-05,2019-05-31,2 613,"357,04",35,146,2613,17.897260273972602
0008KO,2019-01-06,2019-06-30,2 584,"353,16",35,175,2584,14.765714285714285
0008KO,2019-01-07,2019-07-31,2 633,"359,71",35,205,2633,12.84390243902439
0008KO,2019-01-08,2019-08-31,2 653,"362,38",35,235,2653,11.28936170212766
0008KO,2019-01-09,2019-09-30,2 558,"349,69",35,264,2558,9.68939393939394
0008KO,2019-01-10,2019-10-31,2 651,"362,11",35,294,2651,9.017006802721088
0008KO,2019-01-11,2019-11-30,2 551,"348,75",35,323,2551,7.897832817337461
0008KO,2019-01-12,2019-12-31,2 610,"356,64",35,353,2610,7.393767705382436
0008KO,2020-01-01,2020-01-31,2 625,"356,59",35,30,2625,87.5
0008KO,2020-01-02,2020-02-29,2 519,"342,55",35,58,2519,43.43103448275862
0008KO,2020-01-03,2020-03-31,2 680,"363,88",35,88,2680,30.454545454545453
0008KO,2020-01-04,2020-04-30,2 693,"365,60",35,117,2693,23.017094017094017
0008KO,2020-01-05,2020-05-31,2 791,"378,58",35,147,2791,18.98639455782313
0008KO,2020-01-06,2020-06-30,2 718,"368,91",35,176,2718,15.443181818181818
0008KO,2020-01-07,2020-07-31,2 868,"388,79",35,206,2868,13.922330097087379
0008KO,2020-01-08,2020-08-31,2 902,"393,29",35,236,2902,12.296610169491526
0008KO,2020-01-09,2020-09-30,2 831,"383,88",35,265,2831,10.683018867924527
0008KO,2020-01-10,2020-10-31,2 902,"393,29",35,295,2902,9.837288135593221
0008KO,2020-01-11,2020-11-30,2 781,"377,26",35,324,2781,8.583333333333334
0009BB,2018-01-01,2018-01-31,2 370,"306,70",35,30,2370,79.0
0009BB,2018-01-02,2018-02-28,2 135,"277,21",35,57,2135,37.45614035087719
0009BB,2018-01-03,2018-03-31,2 366,"306,45",35,87,2366,27.195402298850574
0009BB,2018-01-04,2018-04-30,2 436,"314,57",35,116,2436,21.0
0009BB,2018-01-05,2018-05-31,2 582,"333,98",35,146,2582,17.684931506849313
0009BB,2018-01-06,2018-06-30,2 540,"327,70",35,175,2540,14.514285714285714
0009BB,2018-01-07,2018-07-31,2 943,"379,44",35,205,2943,14.35609756097561
0009BB,2018-01-08,2018-08-31,2 964,"382,43",35,235,2964,12.61276595744681
0009BB,2018-01-09,2018-09-30,2 835,"367,86",35,264,2835,10.738636363636363
0009BB,2018-01-10,2018-10-31,2 913,"377,68",35,294,2913,9.908163265306122
0009BB,2018-01-11,2018-11-30,2 797,"362,88",35,323,2797,8.659442724458204
0009BB,2018-01-12,2018-12-31,3 021,"390,99",35,353,3021,8.558073654390935
0009BB,2019-01-01,2019-01-31,3 027,"373,70",35,30,3027,100.9
